cohortDefinitionId,analysisId,conceptId,name,n,pct,timeWindow,database
1,202,197035,Acute pyelonephritis with medullary necrosis,34,0.00843044879742127,365_1,synpuf
1,202,380395,Retinal dystrophy,16,0.00396727002231589,365_1,synpuf
1,202,195769,Submucous leiomyoma of uterus,4,9.918175055789735e-4,365_1,synpuf
1,202,139841,Chronic frontal sinusitis,18,0.00446317877510538,365_1,synpuf
1,202,441146,Cortex contusion without open intracranial wound AND with brief loss of consciousness,1,2.479543763947434e-4,365_1,synpuf
1,202,135601,Pre-eclampsia or eclampsia with pre-existing hypertension - delivered,1,2.479543763947434e-4,365_1,synpuf
1,202,40479576,Chronic diastolic heart failure,94,0.02330771138110587,365_1,synpuf
1,202,434003,Glycogen storage disease,4,9.918175055789735e-4,365_1,synpuf
1,202,198240,Congenital buried penis,1,2.479543763947434e-4,365_1,synpuf
1,202,45769442,Acute severe exacerbation of immunoglobin E-mediated allergic asthma,22,0.00545499628068435,365_1,synpuf
1,202,432833,Primary malignant neoplasm of oropharynx,5,0.00123977188197371,365_1,synpuf
1,202,432830,Zygomycosis,9,0.00223158938755269,365_1,synpuf
1,202,437244,Depersonalization disorder,2,4.959087527894868e-4,365_1,synpuf
1,202,198082,Overlapping malignant neoplasm of body of uterus,10,0.00247954376394743,365_1,synpuf
1,202,379741,Inclusion conjunctivitis,4,9.918175055789735e-4,365_1,synpuf
1,202,443754,"Lyell's toxic epidermal necrolysis, subepidermal type",4,9.918175055789735e-4,365_1,synpuf
1,202,318766,Vitreous prolapse,2,4.959087527894868e-4,365_1,synpuf
1,202,434894,Acute posthemorrhagic anemia,142,0.03520952144805356,365_1,synpuf
1,202,133566,Necrotizing fasciitis,18,0.00446317877510538,365_1,synpuf
1,202,320798,Parapsoriasis,2,4.959087527894868e-4,365_1,synpuf
1,202,376707,Acute conjunctivitis,27,0.00669476816265807,365_1,synpuf
1,202,74733,Traumatic dislocation of joint of hand,6,0.00148772625836846,365_1,synpuf
1,202,440869,Intracranial hemorrhage following injury without open intracranial wound AND with no loss of consciousness,2,4.959087527894868e-4,365_1,synpuf
1,202,316211,Acquired spondylolisthesis,57,0.01413339945450037,365_1,synpuf
1,202,380742,Inner ear conductive hearing loss,5,0.00123977188197371,365_1,synpuf
1,202,435459,Staphylococcal infectious disease,16,0.00396727002231589,365_1,synpuf
1,202,80141,Functional diarrhea,26,0.00644681378626332,365_1,synpuf
1,202,433997,Lymphangioma,6,0.00148772625836846,365_1,synpuf
1,202,198798,Dieulafoy's vascular malformation,13,0.00322340689313166,365_1,synpuf
1,202,193620,Injury of kidney without open wound into abdominal cavity,3,7.438631291842301e-4,365_1,synpuf
1,202,197927,Intrauterine synechiae,1,2.479543763947434e-4,365_1,synpuf
1,202,76130,Inactive Ménière's disease,11,0.00272749814034217,365_1,synpuf
1,202,440320,Infection due to Escherichia coli,46,0.01140590131415819,365_1,synpuf
1,202,75627,Peripheral enthesopathy,12,0.00297545251673692,365_1,synpuf
1,202,134116,Dermatitis due to drug AND/OR medicine taken internally,10,0.00247954376394743,365_1,synpuf
1,202,75347,Spinal enthesopathy,67,0.0166129432184478,365_1,synpuf
1,202,201257,Disorder of endocrine ovary,7,0.0017356806347632,365_1,synpuf
1,202,376405,Binocular vision disorder,9,0.00223158938755269,365_1,synpuf
1,202,375547,Anisometropia,3,7.438631291842301e-4,365_1,synpuf
1,202,314107,Obstetrical cardiac complication of anesthesia AND/OR sedation,1,2.479543763947434e-4,365_1,synpuf
1,202,40481376,Complete tetraplegia due to lesion at C5-C7 level,4,9.918175055789735e-4,365_1,synpuf
1,202,437243,Acute exacerbation of chronic paranoid schizophrenia,19,0.00471113315150012,365_1,synpuf
1,202,192353,Disorder of gallbladder,24,0.00595090503347384,365_1,synpuf
1,202,138255,Abnormal cardiovascular function,64,0.01586908008926357,365_1,synpuf
1,202,4056903,Vaginitis associated with another disorder,4,9.918175055789735e-4,365_1,synpuf
1,202,316437,Cerebral atherosclerosis,62,0.01537317133647409,365_1,synpuf
1,202,373203,Central opacity of cornea,8,0.00198363501115794,365_1,synpuf
1,202,76199,Recurrent dislocation of hip,2,4.959087527894868e-4,365_1,synpuf
1,202,444239,Postprocedural state finding,93,0.02305975700471113,365_1,synpuf
1,202,201517,Primary malignant neoplasm of urachus,18,0.00446317877510538,365_1,synpuf
1,202,194393,Celiac artery compression syndrome,14,0.0034713612695264,365_1,synpuf
1,202,443612,Chronic kidney disease stage 4,251,0.06223654847508059,365_1,synpuf
1,202,81099,Pyogenic arthritis of shoulder region,1,2.479543763947434e-4,365_1,synpuf
1,202,31601,Acute laryngotracheitis with obstruction,18,0.00446317877510538,365_1,synpuf
1,202,78473,Solitary cyst of breast,15,0.00371931564592115,365_1,synpuf
1,202,436067,Simple schizophrenia,44,0.0109099925613687,365_1,synpuf
1,202,4200181,Finding of color vision,1,2.479543763947434e-4,365_1,synpuf
1,202,4016359,Streptococcus carrier,22,0.00545499628068435,365_1,synpuf
1,202,444372,"Rupture of tendon of biceps, long head",12,0.00297545251673692,365_1,synpuf
1,202,4005743,Female sterility,1,2.479543763947434e-4,365_1,synpuf
1,202,441012,Primary cyst of pars plana,1,2.479543763947434e-4,365_1,synpuf
1,202,74606,Benign neoplasm of bone,2,4.959087527894868e-4,365_1,synpuf
1,202,433524,Disorder of appendix,3,7.438631291842301e-4,365_1,synpuf
1,202,72715,Exostosis,41,0.01016612943218447,365_1,synpuf
1,202,135287,Non-neoplastic nevus,24,0.00595090503347384,365_1,synpuf
1,202,75911,Acquired hallux valgus,85,0.02107612199355318,365_1,synpuf
1,202,372599,Severe mixed bipolar I disorder without psychotic features,38,0.00942226630300024,365_1,synpuf
1,202,133411,Modified smallpox,2,4.959087527894868e-4,365_1,synpuf
1,202,200052,Primary malignant neoplasm of uterine adnexa,1,2.479543763947434e-4,365_1,synpuf
1,202,4193570,Hearing test abnormal,4,9.918175055789735e-4,365_1,synpuf
1,202,140967,Myeloid sarcoma,3,7.438631291842301e-4,365_1,synpuf
1,202,432645,Scleromalacia perforans,1,2.479543763947434e-4,365_1,synpuf
1,202,440088,Academic underachievement disorder,13,0.00322340689313166,365_1,synpuf
1,202,4094876,"Malignant neoplasm of lower lobe, bronchus or lung",54,0.01338953632531614,365_1,synpuf
1,202,443743,Plasma cell neoplasm,5,0.00123977188197371,365_1,synpuf
1,202,4019044,Ischiocapsular sprain,3,7.438631291842301e-4,365_1,synpuf
1,202,376691,Old partial retinal detachment,8,0.00198363501115794,365_1,synpuf
1,202,441245,Malignant mast cell tumor of lymph nodes of axilla AND/OR upper limb,1,2.479543763947434e-4,365_1,synpuf
1,202,81390,Idiopathic osteoporosis,63,0.01562112571286883,365_1,synpuf
1,202,4344397,Elbow pathological dislocation,8,0.00198363501115794,365_1,synpuf
1,202,79939,Sprain of ligament of tarsometatarsal joint,4,9.918175055789735e-4,365_1,synpuf
1,202,81250,Carcinoma in situ of breast,64,0.01586908008926357,365_1,synpuf
1,202,76503,Contracture of joint of shoulder region,3,7.438631291842301e-4,365_1,synpuf
1,202,192591,Post-surgical hypoinsulinemia,3,7.438631291842301e-4,365_1,synpuf
1,202,442101,Vitamin A deficiency with corneal ulceration AND xerosis,6,0.00148772625836846,365_1,synpuf
1,202,40490405,Shuddering attacks,2,4.959087527894868e-4,365_1,synpuf
1,202,196271,Injury of retroperitoneum without open wound into abdominal cavity,1,2.479543763947434e-4,365_1,synpuf
1,202,312825,Ulceroglandular tularemia,18,0.00446317877510538,365_1,synpuf
1,202,433178,Anxiety disorder of childhood OR adolescence,8,0.00198363501115794,365_1,synpuf
1,202,135892,Erythematous condition,48,0.01190181006694768,365_1,synpuf
1,202,4163175,Diagnostic dye allergy,7,0.0017356806347632,365_1,synpuf
1,202,200618,Postoperative shock,6,0.00148772625836846,365_1,synpuf
1,202,438589,Cerebellar laceration without open intracranial wound AND with prolonged loss of consciousness (more than 24 hours) AND return to pre-existing conscious level,1,2.479543763947434e-4,365_1,synpuf
1,202,80495,Palindromic rheumatism of pelvic region and thigh,13,0.00322340689313166,365_1,synpuf
1,202,377877,Esotropia,2,4.959087527894868e-4,365_1,synpuf
1,202,199863,Primary bacterial peritonitis,2,4.959087527894868e-4,365_1,synpuf
1,202,72995,Contracture of joint of hand,11,0.00272749814034217,365_1,synpuf
1,202,434675,Complication of gastrostomy,19,0.00471113315150012,365_1,synpuf
1,202,73214,Bilateral hyperactive labyrinth,6,0.00148772625836846,365_1,synpuf
1,202,4236312,Complex partial epileptic seizure,27,0.00669476816265807,365_1,synpuf
1,202,444242,Congenital microcheilia,1,2.479543763947434e-4,365_1,synpuf
1,202,435380,Closed fracture of radius AND ulna,9,0.00223158938755269,365_1,synpuf
1,202,199151,Must strain to pass urine,16,0.00396727002231589,365_1,synpuf
1,202,437649,"Periostitis without osteomyelitis, of the hand",1,2.479543763947434e-4,365_1,synpuf
1,202,439717,Active cochleovestibular Ménière's disease,10,0.00247954376394743,365_1,synpuf
1,202,141104,Intervertebral disc disorder of lumbar region with myelopathy,73,0.01810066947681626,365_1,synpuf
1,202,79158,Open fracture of T7-T12 level with central cord syndrome,1,2.479543763947434e-4,365_1,synpuf
1,202,436398,Glaucoma associated with ocular disorder,24,0.00595090503347384,365_1,synpuf
1,202,377870,Heterotropia,2,4.959087527894868e-4,365_1,synpuf
1,202,443465,Dysphagia as a late effect of cerebrovascular accident,20,0.00495908752789486,365_1,synpuf
1,202,4220238,Multiple congenital cysts of kidney,14,0.0034713612695264,365_1,synpuf
1,202,4346971,Elbow pyogenic arthritis,2,4.959087527894868e-4,365_1,synpuf
1,202,433495,"Conductive hearing loss, bilateral",3,7.438631291842301e-4,365_1,synpuf
1,202,443884,Retained magnetic foreign body in posterior wall of eye,2,4.959087527894868e-4,365_1,synpuf
1,202,200780,Disorder of uterus,5,0.00123977188197371,365_1,synpuf
1,202,432863,Acquired coagulation factor deficiency,24,0.00595090503347384,365_1,synpuf
1,202,4013165,"Closed spinal fracture with complete cervical cord lesion, C1-4",1,2.479543763947434e-4,365_1,synpuf
1,202,380413,Tympanic membrane - total perforation,1,2.479543763947434e-4,365_1,synpuf
1,202,40480449,Sensory disorder as a late effect of cerebrovascular disease,5,0.00123977188197371,365_1,synpuf
1,202,434016,"Nondependent opioid abuse, continuous",1,2.479543763947434e-4,365_1,synpuf
1,202,433556,Derangement of posterior horn of lateral meniscus,5,0.00123977188197371,365_1,synpuf
1,202,141508,Dermatophytosis of scalp or beard,16,0.00396727002231589,365_1,synpuf
1,202,437093,Congenital ptosis,1,2.479543763947434e-4,365_1,synpuf
1,202,193020,Incomplete emptying of bladder,99,0.02454748326307959,365_1,synpuf
1,202,137379,Musculoskeletal symptom,26,0.00644681378626332,365_1,synpuf
1,202,77355,Articular cartilage disorder of ankle AND/OR foot,1,2.479543763947434e-4,365_1,synpuf
1,202,4337456,Hypoactive labyrinthine dysfunction,17,0.00421522439871063,365_1,synpuf
1,202,437578,Cerebrospinal fluid otorrhea,2,4.959087527894868e-4,365_1,synpuf
1,202,132932,Chronic ethmoidal sinusitis,25,0.00619885940986858,365_1,synpuf
1,202,31720,Open wound of pharynx with complication,2,4.959087527894868e-4,365_1,synpuf
1,202,132702,Erythema multiforme,7,0.0017356806347632,365_1,synpuf
1,202,380096,Proliferative retinopathy due to diabetes mellitus,54,0.01338953632531614,365_1,synpuf
1,202,439301,Partial circumpapillary choroid dystrophy,1,2.479543763947434e-4,365_1,synpuf
1,202,440237,Open fracture of upper end of lower leg,4,9.918175055789735e-4,365_1,synpuf
1,202,79833,Ménière's disease,28,0.00694272253905281,365_1,synpuf
1,202,4095304,Malignant neoplasm of pituitary gland and craniopharyngeal duct,1,2.479543763947434e-4,365_1,synpuf
1,202,133646,Injury of digital nerve,2,4.959087527894868e-4,365_1,synpuf
1,202,437176,Late effect of accidental fall,1,2.479543763947434e-4,365_1,synpuf
1,202,436077,Developmental delay,7,0.0017356806347632,365_1,synpuf
1,202,75932,Open fracture of pelvis,6,0.00148772625836846,365_1,synpuf
1,202,198108,Benign neoplasm of fallopian tubes and uterine ligaments,2,4.959087527894868e-4,365_1,synpuf
1,202,198984,Malignant tumor of cervix,3,7.438631291842301e-4,365_1,synpuf
1,202,74082,Acontractile detrusor,7,0.0017356806347632,365_1,synpuf
1,202,4188028,Food poisoning due to Vibrio vulnificus,1,2.479543763947434e-4,365_1,synpuf
1,202,439965,Open wound of axillary region with tendon involvement,5,0.00123977188197371,365_1,synpuf
1,202,77066,Derangement of medial meniscus,11,0.00272749814034217,365_1,synpuf
1,202,40480852,Aseptic necrosis of bone of jaw,24,0.00595090503347384,365_1,synpuf
1,202,434172,Insomnia with sleep apnea,15,0.00371931564592115,365_1,synpuf
1,202,440063,"Benign neoplasm of pancreas, excluding islets of Langerhans",3,7.438631291842301e-4,365_1,synpuf
1,202,4139681,Allergy to dairy foods,6,0.00148772625836846,365_1,synpuf
1,202,4311159,Midline cystocele,50,0.01239771881973716,365_1,synpuf
1,202,378121,Idiosyncratic intoxication,2,4.959087527894868e-4,365_1,synpuf
1,202,140173,Telogen effluvium,16,0.00396727002231589,365_1,synpuf
1,202,4084941,Thrombosis of superior vena cava,6,0.00148772625836846,365_1,synpuf
1,202,436841,Intracranial hemorrhage following injury without intracranial wound AND with moderate loss of consciousness,1,2.479543763947434e-4,365_1,synpuf
1,202,199065,Stricture of ureter,18,0.00446317877510538,365_1,synpuf
1,202,435676,Open wound of cochlea without complication,1,2.479543763947434e-4,365_1,synpuf
1,202,443344,Barrett's esophagus,80,0.01983635011157947,365_1,synpuf
1,202,74768,Closed fracture of triquetral bone of wrist,2,4.959087527894868e-4,365_1,synpuf
1,202,437514,Disorder of histidine metabolism,4,9.918175055789735e-4,365_1,synpuf
1,202,137820,Postoperative hypothyroidism,50,0.01239771881973716,365_1,synpuf
1,202,77067,Bucket handle tear of lateral meniscus of knee,2,4.959087527894868e-4,365_1,synpuf
1,202,4103640,Amputated foot,11,0.00272749814034217,365_1,synpuf
1,202,200200,Lumbar spina bifida with hydrocephalus,1,2.479543763947434e-4,365_1,synpuf
1,202,438285,Subdural hemorrhage following injury without open intracranial wound AND with prolonged loss of consciousness (more than 24 hours) without return to pre-existing conscious level,1,2.479543763947434e-4,365_1,synpuf
1,202,314423,"Benign essential hypertension complicating pregnancy, childbirth and the puerperium - not delivered",1,2.479543763947434e-4,365_1,synpuf
1,202,197239,Hemangioma of intra-abdominal structure,2,4.959087527894868e-4,365_1,synpuf
1,202,432335,Aneurysm of subclavian artery,7,0.0017356806347632,365_1,synpuf
1,202,441298,Parasitic infestation of orbit,1,2.479543763947434e-4,365_1,synpuf
1,202,40482727,Combined systolic and diastolic dysfunction,74,0.01834862385321101,365_1,synpuf
1,202,136330,Acute nonparalytic poliomyelitis,2,4.959087527894868e-4,365_1,synpuf
1,202,198986,Hodgkin's paragranuloma of intrapelvic lymph nodes,1,2.479543763947434e-4,365_1,synpuf
1,202,433862,Congenital anomaly of tongue,1,2.479543763947434e-4,365_1,synpuf
1,202,40487059,Sepsis due to Staphylococcus,23,0.00570295065707909,365_1,synpuf
1,202,378426,Abnormal innervation syndrome,1,2.479543763947434e-4,365_1,synpuf
1,202,436118,After-cataract with vision obscured following extraction of cataract,168,0.04165633523431689,365_1,synpuf
1,202,40490993,Malignant neoplasm of mandible,2,4.959087527894868e-4,365_1,synpuf
1,202,254361,Disorder of visual pathways associated with vascular disorder,4,9.918175055789735e-4,365_1,synpuf
1,202,432661,Inflammatory disease of mucous membrane,1,2.479543763947434e-4,365_1,synpuf
1,202,321587,Bilateral bundle branch block,14,0.0034713612695264,365_1,synpuf
1,202,433143,Primary malignant neoplasm of appendix,8,0.00198363501115794,365_1,synpuf
1,202,436097,"Nondependent mixed drug abuse, continuous",1,2.479543763947434e-4,365_1,synpuf
1,202,437854,Cataplexy and narcolepsy,8,0.00198363501115794,365_1,synpuf
1,202,378424,Astigmatism,29,0.00719067691544755,365_1,synpuf
1,202,134401,Finding of appearance of oral mucosa,2,4.959087527894868e-4,365_1,synpuf
1,202,434078,Developmental odontogenic cyst,1,2.479543763947434e-4,365_1,synpuf
1,202,73301,Synovitis/tenosynovitis - wrist,30,0.0074386312918423,365_1,synpuf
1,202,438751,Lens-induced iridocyclitis,4,9.918175055789735e-4,365_1,synpuf
1,202,257094,Congenital anomaly of lung,2,4.959087527894868e-4,365_1,synpuf
1,202,436249,Closed fracture of femoral condyle of femur,3,7.438631291842301e-4,365_1,synpuf
1,202,377285,Mature cataract,84,0.02082816761715844,365_1,synpuf
1,202,444058,Open wound of ossicles with complication,3,7.438631291842301e-4,365_1,synpuf
1,202,375249,Traction detachment of retina,11,0.00272749814034217,365_1,synpuf
1,202,318448,Second degree atrioventricular block,19,0.00471113315150012,365_1,synpuf
1,202,438297,"Mechanical complication of cardiac device, implant AND/OR graft",21,0.00520704190428961,365_1,synpuf
1,202,434782,Closed fracture of tibia AND fibula,12,0.00297545251673692,365_1,synpuf
1,202,438583,Open fracture of femur,3,7.438631291842301e-4,365_1,synpuf
1,202,433860,Interrupted aortic arch,1,2.479543763947434e-4,365_1,synpuf
1,202,440129,Hypertrophy of nasal turbinates,23,0.00570295065707909,365_1,synpuf
1,202,319826,Secondary hypertension,8,0.00198363501115794,365_1,synpuf
1,202,80861,Closed fracture of ischium,2,4.959087527894868e-4,365_1,synpuf
1,202,43021821,Coronary arteriosclerosis in native artery of transplanted heart,95,0.02355566575750062,365_1,synpuf
1,202,80541,Closed fracture of eight OR more ribs,1,2.479543763947434e-4,365_1,synpuf
1,202,195425,"Deep full thickness burn of arm, with loss of body part",1,2.479543763947434e-4,365_1,synpuf
1,202,378741,Brachial plexus disorder,21,0.00520704190428961,365_1,synpuf
1,202,201530,Hyperosmolar coma due to type 2 diabetes mellitus,44,0.0109099925613687,365_1,synpuf
1,202,380393,Monoplegia of upper limb affecting non-dominant side,1,2.479543763947434e-4,365_1,synpuf
1,202,194984,Disease of liver,106,0.0262831638978428,365_1,synpuf
1,202,312773,Mechanical complication due to heart valve prosthesis,1,2.479543763947434e-4,365_1,synpuf
1,202,80482,Suppurative arthritis,19,0.00471113315150012,365_1,synpuf
1,202,200845,Urgent desire to urinate,65,0.01611703446565832,365_1,synpuf
1,202,4153877,Post-traumatic wound infection,13,0.00322340689313166,365_1,synpuf
1,202,375292,Perforation of tympanic membrane,5,0.00123977188197371,365_1,synpuf
1,202,135526,Spinal cord disease,15,0.00371931564592115,365_1,synpuf
1,202,439525,Reattached extremity complications,2,4.959087527894868e-4,365_1,synpuf
1,202,379029,Hypotropia,2,4.959087527894868e-4,365_1,synpuf
1,202,257683,Posterior rhinorrhea,20,0.00495908752789486,365_1,synpuf
1,202,432609,"Acute alcoholic intoxication in remission, in alcoholism",6,0.00148772625836846,365_1,synpuf
1,202,27587,Disturbance of salivary secretion,14,0.0034713612695264,365_1,synpuf
1,202,444394,Atypical Argyll-Robertson pupil,1,2.479543763947434e-4,365_1,synpuf
1,202,78832,Intervertebral disc disorder with myelopathy,46,0.01140590131415819,365_1,synpuf
1,202,440372,Acquired thrombocytopenia,23,0.00570295065707909,365_1,synpuf
1,202,30441,Sialolithiasis,5,0.00123977188197371,365_1,synpuf
1,202,374933,severe impairment,3,7.438631291842301e-4,365_1,synpuf
1,202,133284,Impetigo herpetiformis,4,9.918175055789735e-4,365_1,synpuf
1,202,73153,Malignant neoplasm of lateral wall of urinary bladder,21,0.00520704190428961,365_1,synpuf
1,202,72714,Chronic polyarticular juvenile rheumatoid arthritis,27,0.00669476816265807,365_1,synpuf
1,202,441294,Scar of posterior pole of eye,2,4.959087527894868e-4,365_1,synpuf
1,202,77707,Sprain of deltoid ligament of ankle,9,0.00223158938755269,365_1,synpuf
1,202,433208,Disorder of pulmonary circulation,28,0.00694272253905281,365_1,synpuf
1,202,440558,Closed traumatic dislocation of interphalangeal joint of finger,4,9.918175055789735e-4,365_1,synpuf
1,202,435784,Somatoform disorder,8,0.00198363501115794,365_1,synpuf
1,202,442569,Myocarditis due to acquired toxoplasmosis,3,7.438631291842301e-4,365_1,synpuf
1,202,40483111,Mental disorder due to drug,4,9.918175055789735e-4,365_1,synpuf
1,202,434910,Monocytosis,7,0.0017356806347632,365_1,synpuf
1,202,4002650,Plantar fasciitis,74,0.01834862385321101,365_1,synpuf
1,202,199754,Primary malignant neoplasm of pancreas,59,0.01462930820728986,365_1,synpuf
1,202,72857,Late effect of rickets,6,0.00148772625836846,365_1,synpuf
1,202,4206591,Mass of trunk,53,0.0131415819489214,365_1,synpuf
1,202,440537,Closed skull fracture with intracranial hemorrhage,1,2.479543763947434e-4,365_1,synpuf
1,202,40644369,Full thickness burn of multiple sites of lower limb,1,2.479543763947434e-4,365_1,synpuf
1,202,314147,Anomalies of great veins,1,2.479543763947434e-4,365_1,synpuf
1,202,195856,Cholangitis,13,0.00322340689313166,365_1,synpuf
1,202,443235,Ankle and/or foot joint stiffness,16,0.00396727002231589,365_1,synpuf
1,202,198707,Nodular lymphoma of lymph nodes of inguinal region and lower limb,3,7.438631291842301e-4,365_1,synpuf
1,202,442105,Benign neoplasm of soft tissue,7,0.0017356806347632,365_1,synpuf
1,202,4156949,Air embolism,2,4.959087527894868e-4,365_1,synpuf
1,202,26361,Primary malignant neoplasm of pineal gland,1,2.479543763947434e-4,365_1,synpuf
1,202,75383,"Open traumatic dislocation of glenohumeral joint, inferior",1,2.479543763947434e-4,365_1,synpuf
1,202,433044,Open dislocation of metatarsophalangeal joint,2,4.959087527894868e-4,365_1,synpuf
1,202,436986,Enophthalmos,3,7.438631291842301e-4,365_1,synpuf
1,202,432812,Adverse reaction to parasympatholytic and spasmolytic,1,2.479543763947434e-4,365_1,synpuf
1,202,193255,"Noninflammatory disorders of the ovary, fallopian tube and broad ligament",7,0.0017356806347632,365_1,synpuf
1,202,443751,"Late effect of open wound of head, neck AND/OR trunk",1,2.479543763947434e-4,365_1,synpuf
1,202,434624,Voyeurism,1,2.479543763947434e-4,365_1,synpuf
1,202,380093,Episodic cluster headache,2,4.959087527894868e-4,365_1,synpuf
1,202,4176898,Complication of urinary catheter,12,0.00297545251673692,365_1,synpuf
1,202,138525,Pain in limb,1172,0.29060252913463924,365_1,synpuf
1,202,200763,Chronic hepatitis,21,0.00520704190428961,365_1,synpuf
1,202,438383,Essential thrombocythemia,29,0.00719067691544755,365_1,synpuf
1,202,74125,Inflammatory polyarthropathy,83,0.0205802132407637,365_1,synpuf
1,202,433450,Paranoid schizophrenia,107,0.02653111827423754,365_1,synpuf
1,202,435809,Steroid-induced glaucoma - borderline,12,0.00297545251673692,365_1,synpuf
1,202,77437,Full thickness burn of upper arm,1,2.479543763947434e-4,365_1,synpuf
1,202,373212,Esophoria,2,4.959087527894868e-4,365_1,synpuf
1,202,134186,Open dislocation of vertebra,1,2.479543763947434e-4,365_1,synpuf
1,202,44782447,Pressure ulcer of hip,36,0.00892635755021076,365_1,synpuf
1,202,4340661,Infective esophagitis,5,0.00123977188197371,365_1,synpuf
1,202,373766,Retinopathy of prematurity,15,0.00371931564592115,365_1,synpuf
1,202,440211,Fetal or neonatal effect of morphologic abnormality of placenta,1,2.479543763947434e-4,365_1,synpuf
1,202,442299,Injury of female external genital organs,2,4.959087527894868e-4,365_1,synpuf
1,202,76737,Hydrocele,17,0.00421522439871063,365_1,synpuf
1,202,433207,Nodular episcleritis,3,7.438631291842301e-4,365_1,synpuf
1,202,192291,Carcinoma in situ of intestinal tract,1,2.479543763947434e-4,365_1,synpuf
1,202,4090353,Incompetent urethral closure mechanism,6,0.00148772625836846,365_1,synpuf
1,202,199868,Incisional hernia with gangrene,6,0.00148772625836846,365_1,synpuf
1,202,436876,Toxic effect of lead compound,1,2.479543763947434e-4,365_1,synpuf
1,202,140648,Onychomycosis due to dermatophyte,849,0.21051326555913713,365_1,synpuf
1,202,80852,Closed fracture of four ribs,6,0.00148772625836846,365_1,synpuf
1,202,318697,Lymphosarcoma of lymph nodes of multiple sites,6,0.00148772625836846,365_1,synpuf
1,202,80497,Disorder of cervical spine,66,0.01636498884205306,365_1,synpuf
1,202,434493,Closed fracture of seventh cervical vertebra,3,7.438631291842301e-4,365_1,synpuf
1,202,436957,Functional disorders of polymorphonuclear neutrophils,4,9.918175055789735e-4,365_1,synpuf
1,202,437402,Closed fracture of sixth cervical vertebra,4,9.918175055789735e-4,365_1,synpuf
1,202,201826,Type 2 diabetes mellitus,2692,0.6674931812546492,365_1,synpuf
1,202,444102,Chronic gastrojejunal ulcer with perforation AND with obstruction,1,2.479543763947434e-4,365_1,synpuf
1,202,133727,Thyrotoxicosis without goiter or other cause,126,0.03124225142573766,365_1,synpuf
1,202,435742,Disease due to Gram-negative bacteria,12,0.00297545251673692,365_1,synpuf
1,202,443747,Acute laryngotracheitis without obstruction,16,0.00396727002231589,365_1,synpuf
1,202,439150,Hypersomnia with sleep apnea,61,0.01512521696007934,365_1,synpuf
1,202,23220,Chronic tonsillitis,3,7.438631291842301e-4,365_1,synpuf
1,202,136950,Myelodysplastic syndrome with isolated del(5q),15,0.00371931564592115,365_1,synpuf
1,202,444236,Superficial foreign body of hand without major open wound but with infection,3,7.438631291842301e-4,365_1,synpuf
1,202,374643,Superficial keratitis,16,0.00396727002231589,365_1,synpuf
1,202,321596,Peripheral venous insufficiency,164,0.04066451772873791,365_1,synpuf
1,202,433128,Complication,11,0.00272749814034217,365_1,synpuf
1,202,4247726,Primary malignant neoplasm of bone marrow,1,2.479543763947434e-4,365_1,synpuf
1,202,79119,Thoracic spondylosis with myelopathy,43,0.01066203818497396,365_1,synpuf
1,202,433435,Carcinoma in situ,1,2.479543763947434e-4,365_1,synpuf
1,202,77348,Arthropathy associated with viral disease,3,7.438631291842301e-4,365_1,synpuf
1,202,136198,Cervical spondylosis with myelopathy,68,0.01686089759484255,365_1,synpuf
1,202,381281,Degenerative progressive high myopia,4,9.918175055789735e-4,365_1,synpuf
1,202,40490423,Incontinence without sensory awareness,13,0.00322340689313166,365_1,synpuf
1,202,133853,Osteomyelitis of ankle AND/OR foot,35,0.00867840317381601,365_1,synpuf
1,202,75637,Acquired postural kyphosis,27,0.00669476816265807,365_1,synpuf
1,202,199859,Bilateral recurrent inguinal hernia,4,9.918175055789735e-4,365_1,synpuf
1,202,4176611,Infection due to Brucella ovis,1,2.479543763947434e-4,365_1,synpuf
1,202,77070,Allergic arthritis of the hand,12,0.00297545251673692,365_1,synpuf
1,202,433647,Poisoning by central nervous system muscle tone depressant,1,2.479543763947434e-4,365_1,synpuf
1,202,73550,Crystal arthropathy of elbow,3,7.438631291842301e-4,365_1,synpuf
1,202,79072,Inflammatory disorder of breast,11,0.00272749814034217,365_1,synpuf
1,202,78015,"Open wound of chest wall, uncomplicated",1,2.479543763947434e-4,365_1,synpuf
1,202,436470,Fat necrosis of breast,15,0.00371931564592115,365_1,synpuf
1,202,377574,Presbycusis,10,0.00247954376394743,365_1,synpuf
1,202,318012,Laceration of heart without penetration of heart chambers,1,2.479543763947434e-4,365_1,synpuf
1,202,197493,Hepatitis D superinfection of hepatitis B carrier,6,0.00148772625836846,365_1,synpuf
1,202,196236,Septic shock,62,0.01537317133647409,365_1,synpuf
1,202,441799,Infestation by fly larvae,1,2.479543763947434e-4,365_1,synpuf
1,202,23789,Pharynx or nasopharynx cyst,8,0.00198363501115794,365_1,synpuf
1,202,80815,Ganglion of joint,18,0.00446317877510538,365_1,synpuf
1,202,257011,Acute upper respiratory infection,263,0.06521200099181751,365_1,synpuf
1,202,439275,Acute exacerbation of subchronic catatonic schizophrenia,8,0.00198363501115794,365_1,synpuf
1,202,197228,Lymphosarcoma of intra-abdominal lymph nodes,3,7.438631291842301e-4,365_1,synpuf
1,202,444400,Luxation of eye,1,2.479543763947434e-4,365_1,synpuf
