database_id,cohort_id,concept_set_id,concept_id,source_concept_id,concept_subjects,concept_count
synpuf,1,1,19046742,44934212,15,15
synpuf,1,1,19046742,44934835,12,12
synpuf,1,1,19046742,44935937,11,11
synpuf,1,1,19046742,44938952,12,12
synpuf,1,1,19046742,44942965,17,17
synpuf,1,1,19046742,44943229,10,10
synpuf,1,1,19046742,44943639,19,19
synpuf,1,1,19046742,44944215,13,13
synpuf,1,1,19046742,44944254,12,12
synpuf,1,1,19046742,44946030,16,16
synpuf,1,1,19046742,44947165,13,13
synpuf,1,1,19046742,44948363,18,18
synpuf,1,1,19046742,44950811,15,15
synpuf,1,1,19046742,44954512,16,16
synpuf,1,1,19046742,44958139,15,15
synpuf,1,1,19046742,44958165,17,17
synpuf,1,1,19046742,44958534,16,16
synpuf,1,1,19046742,44958869,16,16
synpuf,1,1,19046742,44959380,12,12
synpuf,1,1,19046742,44959541,12,12
synpuf,1,1,19046742,44960047,14,14
synpuf,1,1,19046742,44960864,19,19
synpuf,1,1,19046742,44961075,19,19
synpuf,1,1,19046742,44962759,14,14
synpuf,1,1,19046742,44965336,12,12
synpuf,1,1,19046742,44966851,19,19
synpuf,1,1,19046742,44967292,11,11
synpuf,1,1,19046742,44968507,13,13
synpuf,1,1,19046742,44969603,11,11
synpuf,1,1,19046742,44971414,9,9
synpuf,1,1,19046742,44972287,10,10
synpuf,1,1,19046742,44975854,10,10
synpuf,1,1,19046742,44975855,18,18
synpuf,1,1,19046742,44977302,9,9
synpuf,1,1,19046742,44977914,14,14
synpuf,1,1,19046742,44978729,12,12
synpuf,1,1,19046742,44979812,15,15
synpuf,1,1,19046742,44979845,9,9
synpuf,1,1,19046742,44980294,14,14
synpuf,1,1,19046742,44980404,17,17
synpuf,1,1,19046742,44980929,10,10
synpuf,1,1,19046742,44983332,15,15
synpuf,1,1,19046742,44984339,14,14
synpuf,1,1,19046742,44992574,10,10
synpuf,1,1,19046742,44992765,19,19
synpuf,1,1,19046742,44994366,5,5
synpuf,1,1,19046742,44994597,16,16
synpuf,1,1,19046742,44994722,17,17
synpuf,1,1,19046742,44994867,13,13
synpuf,1,1,19046742,44994943,22,22
synpuf,1,1,19046742,44994944,11,11
synpuf,1,1,19046742,44997342,16,16
synpuf,1,1,19046742,44997764,20,20
synpuf,1,1,19046742,44997861,16,16
synpuf,1,1,19046742,44998180,14,14
synpuf,1,1,19046742,45000221,21,21
synpuf,1,1,19046742,45001960,24,24
synpuf,1,1,19046742,45003857,14,14
synpuf,1,1,19046742,45009312,16,16
synpuf,1,1,19046742,45010474,21,21
synpuf,1,1,19046742,45012037,14,14
synpuf,1,1,19046742,45012116,12,12
synpuf,1,1,19046742,45013821,14,14
synpuf,1,1,19046742,45016303,19,19
synpuf,1,1,19046742,45018075,19,19
synpuf,1,1,19046742,45026632,14,14
synpuf,1,1,19046742,45028120,14,14
synpuf,1,1,19046742,45028845,18,18
synpuf,1,1,19046742,45029202,21,21
synpuf,1,1,19046742,45031125,13,13
synpuf,1,1,19046742,45032595,15,15
synpuf,1,1,19046742,45038147,14,14
synpuf,1,1,19046742,45039174,21,21
synpuf,1,1,19046742,45039259,20,20
synpuf,1,1,19046742,45042434,16,16
synpuf,1,1,19046742,45043227,16,16
synpuf,1,1,19046742,45043424,15,15
synpuf,1,1,19046742,45043490,22,22
synpuf,1,1,19046742,45043843,16,16
synpuf,1,1,19046742,45045256,17,17
synpuf,1,1,19046742,45046269,14,14
synpuf,1,1,19046742,45048680,18,18
synpuf,1,1,19046742,45049764,12,12
synpuf,1,1,19046742,45053222,19,19
synpuf,1,1,19046742,45054927,16,16
synpuf,1,1,19046742,45057596,17,17
synpuf,1,1,19046742,45060357,14,14
synpuf,1,1,19046742,45060943,16,16
synpuf,1,1,19046742,45061256,20,20
synpuf,1,1,19046742,45061957,15,15
synpuf,1,1,19046742,45063314,26,26
synpuf,1,1,19046742,45063374,11,11
synpuf,1,1,19046742,45066195,13,13
synpuf,1,1,19046742,45067549,17,17
synpuf,1,1,19046742,45067597,17,17
synpuf,1,1,19046742,45069332,20,20
synpuf,1,1,19046742,45073328,19,19
synpuf,1,1,19046742,45073772,18,18
synpuf,1,1,19046742,45076374,12,12
synpuf,1,1,19046742,45076622,14,14
synpuf,1,1,19046742,45077179,26,26
synpuf,1,1,19046742,45078295,19,19
synpuf,1,1,19046742,45078733,17,17
synpuf,1,1,19046742,45078753,16,16
synpuf,1,1,19046742,45080310,14,14
synpuf,1,1,19046742,45080388,14,14
synpuf,1,1,19046742,45080461,15,15
synpuf,1,1,19046742,45080966,22,22
synpuf,1,1,19046742,45083301,12,12
synpuf,1,1,19046742,45084439,9,9
synpuf,1,1,19046742,45086214,7,7
synpuf,1,1,19046742,45087234,25,25
synpuf,1,1,19046742,45090677,15,15
synpuf,1,1,19046742,45094695,15,15
synpuf,1,1,19046742,45094907,20,20
synpuf,1,1,19046742,45095010,17,17
synpuf,1,1,19046742,45095711,14,14
synpuf,1,1,19046742,45096192,22,22
synpuf,1,1,19046742,45096354,20,20
synpuf,1,1,19046742,45096526,19,19
synpuf,1,1,19046742,45098070,22,22
synpuf,1,1,19046742,45099212,16,16
synpuf,1,1,19046742,45100249,18,18
synpuf,1,1,19046742,45101437,21,21
synpuf,1,1,19046742,45101480,13,13
synpuf,1,1,19046742,45102841,13,13
synpuf,1,1,19046742,45103854,16,16
synpuf,1,1,19046742,45104168,18,18
synpuf,1,1,19046742,45106184,14,14
synpuf,1,1,19046742,45112368,24,24
synpuf,1,1,19046742,45112827,14,14
synpuf,1,1,19046742,45113544,20,20
synpuf,1,1,19046742,45114383,9,9
synpuf,1,1,19046742,45116215,17,17
synpuf,1,1,19046742,45116663,18,18
synpuf,1,1,19046742,45117633,23,23
synpuf,1,1,19046742,45117634,17,17
synpuf,1,1,19046742,45123072,17,17
synpuf,1,1,19046742,45125500,18,18
synpuf,1,1,19046742,45128373,14,14
synpuf,1,1,19046742,45128937,20,20
synpuf,1,1,19046742,45129578,12,12
synpuf,1,1,19046742,45130169,17,17
synpuf,1,1,19046742,45130211,21,21
synpuf,1,1,19046742,45130393,15,15
synpuf,1,1,19046742,45131072,15,15
synpuf,1,1,19046742,45131225,19,19
synpuf,1,1,19046742,45131304,13,13
synpuf,1,1,19046742,45136442,23,23
synpuf,1,1,19046742,45137617,14,14
synpuf,1,1,19046742,45139990,21,21
synpuf,1,1,19046742,45144110,15,15
synpuf,1,1,19046742,45148390,21,21
synpuf,1,1,19046742,45150668,19,19
synpuf,1,1,19046742,45150669,18,18
synpuf,1,1,19046742,45151086,14,14
synpuf,1,1,19046742,45151550,18,18
synpuf,1,1,19046742,45152388,13,13
synpuf,1,1,19046742,45153530,13,13
synpuf,1,1,19046742,45156950,20,20
synpuf,1,1,19046742,45157025,21,21
synpuf,1,1,19046742,45159523,9,9
synpuf,1,1,19046742,45159559,19,19
synpuf,1,1,19046742,45160389,11,11
synpuf,1,1,19046742,45163827,19,19
synpuf,1,1,19046742,45165361,17,17
synpuf,1,1,19046742,45165390,18,18
synpuf,1,1,19046742,45167338,14,14
synpuf,1,1,19046742,45168462,15,15
synpuf,1,1,19046742,45168799,10,10
synpuf,1,1,19046742,45169698,19,19
synpuf,1,1,19046742,45169906,19,19
synpuf,1,1,19046742,45172082,15,15
synpuf,1,1,19046742,45174175,12,12
synpuf,1,1,19046742,45174297,12,12
synpuf,1,1,19046742,45174298,14,14
synpuf,1,1,19046742,45175757,13,13
synpuf,1,1,19046742,45176710,9,9
synpuf,1,1,19046742,45177064,14,14
synpuf,1,1,19046742,45179284,11,11
synpuf,1,1,19046742,45180243,13,13
synpuf,1,1,19046742,45180639,14,14
synpuf,1,1,19046742,45180724,20,20
synpuf,1,1,19046742,45181757,19,19
synpuf,1,1,19046742,45181861,20,20
synpuf,1,1,19046742,45181892,16,16
synpuf,1,1,19046742,45182782,10,10
synpuf,1,1,19046742,45184273,19,19
synpuf,1,1,19046742,45184274,12,12
synpuf,1,1,19046742,45185364,17,17
synpuf,1,1,19046742,45188340,16,16
synpuf,1,1,19046742,45189258,12,12
synpuf,1,1,19046742,45189374,18,18
synpuf,1,1,19046742,45193694,17,17
synpuf,1,1,19046742,45196604,15,15
synpuf,1,1,19046742,45197820,20,20
synpuf,1,1,19046742,45199105,13,13
synpuf,1,1,19046742,45199624,22,22
synpuf,1,1,19046742,45201465,15,15
synpuf,1,1,19046742,45202562,12,12
synpuf,1,1,19046742,45203948,13,13
synpuf,1,1,19046742,45204640,16,16
synpuf,1,1,19046742,45207222,15,15
synpuf,1,1,19046742,45208280,16,16
synpuf,1,1,19046742,45210060,19,19
synpuf,1,1,19046742,45210101,9,9
synpuf,1,1,19046742,45211027,13,13
synpuf,1,1,19046742,45213673,14,14
synpuf,1,1,19046742,45214635,17,17
synpuf,1,1,19046742,45216690,12,12
synpuf,1,1,19046742,45216811,13,13
synpuf,1,1,19046742,45217931,18,18
synpuf,1,1,19046742,45225414,26,26
synpuf,1,1,19046742,45225475,15,15
synpuf,1,1,19046742,45225540,17,17
synpuf,1,1,19046742,45226790,25,25
synpuf,1,1,19046742,45226791,15,15
synpuf,1,1,19046742,45227053,15,15
synpuf,1,1,19046742,45229513,21,21
synpuf,1,1,19046742,45231222,14,14
synpuf,1,1,19046742,45232940,16,16
synpuf,1,1,19046742,45233323,14,14
synpuf,1,1,19046742,45233965,12,12
synpuf,1,1,19046742,45234268,13,13
synpuf,1,1,19046742,45237217,12,12
synpuf,1,1,19046742,45239845,23,23
synpuf,1,1,19046742,45242579,16,16
synpuf,1,1,19046742,45245273,12,12
synpuf,1,1,19046742,45245637,15,15
synpuf,1,1,19046742,45248066,14,14
synpuf,1,1,19046742,45248095,10,10
synpuf,1,1,19046742,45250340,20,20
synpuf,1,1,19046742,45250707,12,12
synpuf,1,1,19046742,45253290,19,19
synpuf,1,1,19046742,45254483,12,12
synpuf,1,1,19046742,45255214,12,12
synpuf,1,1,19046742,45256066,14,14
synpuf,1,1,19046742,45259888,15,15
synpuf,1,1,19046742,45262419,14,14
synpuf,1,1,19046742,45264735,20,20
synpuf,1,1,19046742,45265439,18,18
synpuf,1,1,19046742,45265465,8,8
synpuf,1,1,19046742,45266034,18,18
synpuf,1,1,19046742,45266315,13,13
synpuf,1,1,19046742,45267098,16,16
synpuf,1,1,19046742,45267141,13,13
synpuf,1,1,19046742,45267315,24,24
synpuf,1,1,19046742,45267903,12,12
synpuf,1,1,19046742,45268053,16,16
synpuf,1,1,19046742,45270562,21,21
synpuf,1,1,19046742,45271076,16,16
synpuf,1,1,19046742,45273402,19,19
synpuf,1,1,19046742,45274825,19,19
synpuf,1,1,19046742,45277037,19,19
synpuf,1,1,19046742,45277038,14,14
synpuf,1,1,19046742,45278053,17,17
synpuf,1,1,19046742,45278539,33,33
synpuf,1,1,19046742,45279431,16,16
synpuf,1,1,19046742,45283507,8,8
synpuf,1,1,19046742,45284170,10,10
synpuf,1,1,19046742,45284178,17,17
synpuf,1,1,19046742,45285170,15,15
synpuf,1,1,19046742,45285905,13,13
synpuf,1,1,19046742,45289390,15,15
synpuf,1,1,19046742,45291508,18,18
synpuf,1,1,19046742,45293987,18,19
synpuf,1,1,19046742,45295666,16,16
synpuf,1,1,19046742,45299263,13,13
synpuf,1,1,19046742,45302175,14,14
synpuf,1,1,19046742,45304042,11,11
synpuf,1,1,19046742,45304220,14,14
synpuf,1,1,19046742,45308164,21,21
synpuf,1,1,19046742,45316010,14,14
synpuf,1,1,19046742,45316448,19,19
synpuf,1,1,19046742,45316456,17,17
synpuf,1,1,19046742,45316523,12,12
synpuf,1,1,19046742,45317180,21,21
synpuf,1,1,19046742,45318100,18,18
synpuf,1,1,19046742,45319168,22,22
synpuf,1,1,19046742,45319199,22,22
synpuf,1,1,19046742,45319278,15,15
synpuf,1,1,19046742,45319279,17,17
synpuf,1,1,19046742,45319362,15,15
synpuf,1,1,19046742,45321111,17,17
synpuf,1,1,19046742,45323395,17,17
synpuf,1,1,19046742,45323425,13,13
synpuf,1,1,19046742,45323663,12,12
synpuf,1,1,19046742,45325887,17,17
synpuf,1,1,19046742,45325891,16,16
synpuf,1,1,19046742,45328094,11,11
synpuf,1,1,19046742,45329159,21,21
synpuf,1,1,19046742,45330519,21,21
synpuf,1,1,19046742,45333166,9,9
synpuf,1,1,19046742,45334602,17,17
synpuf,1,1,19046742,45335038,18,18
synpuf,1,1,19046742,45335623,18,18
synpuf,1,1,19046742,45335718,17,17
synpuf,1,1,19046742,45336091,16,16
synpuf,1,1,19046742,45336274,15,15
synpuf,1,1,19046742,45337059,15,15
synpuf,1,1,19046742,45338109,17,17
synpuf,1,1,19046742,45339162,9,9
synpuf,1,1,19046742,45339163,11,11
synpuf,1,1,19046742,45342134,18,18
synpuf,1,1,19046742,45346265,18,18
synpuf,1,1,19046742,45346632,16,16
synpuf,1,1,19046742,45347533,17,17
synpuf,1,1,19046742,45350446,15,15
synpuf,1,1,19046742,45350479,10,10
synpuf,1,1,19046742,45351455,14,14
synpuf,1,1,19046742,45353198,13,13
synpuf,1,1,19046742,45353200,16,16
synpuf,1,1,19046742,45353265,19,19
synpuf,1,1,19046742,45355472,17,17
synpuf,1,1,19046742,45357524,15,15
synpuf,1,1,19046742,45358616,15,15
synpuf,1,1,19046742,45358751,17,17
synpuf,1,1,19046742,45360047,13,13
synpuf,1,1,19046742,45360245,15,15
synpuf,1,1,19046742,45363746,17,17
synpuf,1,1,19046742,45366846,17,17
synpuf,1,1,19046742,45367819,15,15
synpuf,1,1,19046742,45370240,22,22
synpuf,1,1,19046742,45370241,18,18
synpuf,1,1,19046742,45370328,17,17
synpuf,1,1,19046742,45374476,12,12
synpuf,1,1,19046742,45375343,9,9
synpuf,1,1,19046742,45377172,12,12
synpuf,1,1,19046742,45377303,18,18
synpuf,1,1,19046905,45170917,11,11
synpuf,1,1,19046905,45248156,14,14
synpuf,1,1,19046905,45333453,14,14
synpuf,1,1,19047696,45196918,16,16
synpuf,1,1,19059056,44848661,19,19
synpuf,1,1,19059056,44858925,15,15
synpuf,1,1,19059056,44865572,14,14
synpuf,1,1,19059056,44877851,19,19
synpuf,1,1,19059056,44880900,23,23
synpuf,1,1,19059056,44894944,19,19
synpuf,1,1,19059056,44921541,12,12
synpuf,1,1,19059056,44967530,10,10
synpuf,1,1,19059056,45005148,13,13
synpuf,1,1,19059056,45099174,15,15
synpuf,1,1,19059056,45116184,13,13
synpuf,1,1,19059056,45148467,10,10
synpuf,1,1,19059056,45285148,12,12
synpuf,1,1,19059056,45293887,11,11
synpuf,1,1,19059056,45295358,12,12
synpuf,1,1,19059056,45333165,13,13
synpuf,1,1,19059056,45372515,15,15
synpuf,1,1,19059056,45380327,19,19
synpuf,1,1,19066057,45271462,17,17
synpuf,1,1,19068100,45008763,17,17
synpuf,1,1,19068100,45213447,18,18
synpuf,1,1,19068123,45078001,22,22
synpuf,1,1,19072178,45282171,18,18
synpuf,1,1,19073362,44915053,19,19
synpuf,1,1,19073362,45085285,18,18
synpuf,1,1,19073362,45119085,17,17
synpuf,1,1,19073362,45179734,13,13
synpuf,1,1,19073362,45196811,22,22
synpuf,1,1,19073362,45282515,17,17
synpuf,1,1,19073362,45324222,18,18
synpuf,1,1,19073362,45358108,13,13
synpuf,1,1,19073362,45375076,14,14
synpuf,1,1,19073364,45359745,17,17
synpuf,1,1,19073364,45359746,11,11
synpuf,1,1,19073408,44844728,17,17
synpuf,1,1,19073408,44845916,16,16
synpuf,1,1,19073408,44848199,13,13
synpuf,1,1,19073408,44857251,14,14
synpuf,1,1,19073408,44893882,21,21
synpuf,1,1,19073408,44897398,15,15
synpuf,1,1,19073408,44898492,18,18
synpuf,1,1,19073408,44918958,19,19
synpuf,1,1,19073408,44947170,12,12
synpuf,1,1,19073408,44963883,11,11
synpuf,1,1,19073408,44963885,21,21
synpuf,1,1,19073408,44975163,16,16
synpuf,1,1,19073408,44980141,15,15
synpuf,1,1,19073408,44990888,21,21
synpuf,1,1,19073408,44997874,20,20
synpuf,1,1,19073408,44997875,18,18
synpuf,1,1,19073408,45015016,24,24
synpuf,1,1,19073408,45029463,19,19
synpuf,1,1,19073408,45031135,13,13
synpuf,1,1,19073408,45032231,14,14
synpuf,1,1,19073408,45049209,14,14
synpuf,1,1,19073408,45049985,9,9
synpuf,1,1,19073408,45077586,22,22
synpuf,1,1,19073408,45083299,21,21
synpuf,1,1,19073408,45083303,19,19
synpuf,1,1,19073408,45086663,16,16
synpuf,1,1,19073408,45096879,13,13
synpuf,1,1,19073408,45100251,12,12
synpuf,1,1,19073408,45100253,13,13
synpuf,1,1,19073408,45100254,10,10
synpuf,1,1,19073408,45134107,26,26
synpuf,1,1,19073408,45151185,13,13
synpuf,1,1,19073408,45151196,7,7
synpuf,1,1,19073408,45154959,12,12
synpuf,1,1,19073408,45169910,11,11
synpuf,1,1,19073408,45185361,12,12
synpuf,1,1,19073408,45203316,5,5
synpuf,1,1,19073408,45219700,17,17
synpuf,1,1,19073408,45236863,13,13
synpuf,1,1,19073408,45236864,22,22
synpuf,1,1,19073408,45253958,16,16
synpuf,1,1,19073408,45253964,16,16
synpuf,1,1,19073408,45255217,19,19
synpuf,1,1,19073408,45271072,17,17
synpuf,1,1,19073408,45271295,10,10
synpuf,1,1,19073408,45282387,16,16
synpuf,1,1,19073408,45288169,13,13
synpuf,1,1,19073408,45288182,26,26
synpuf,1,1,19073408,45300633,21,21
synpuf,1,1,19073408,45304054,16,16
synpuf,1,1,19073408,45305212,15,15
synpuf,1,1,19073408,45305213,18,18
synpuf,1,1,19073408,45340662,11,11
synpuf,1,1,19073408,45356327,11,11
synpuf,1,1,19073408,45358635,12,12
synpuf,1,1,19073408,45372018,16,16
synpuf,1,1,19073408,45373212,16,16
synpuf,1,1,19073408,45374693,16,16
synpuf,1,1,19073553,45287027,18,18
synpuf,1,1,19073556,44895667,23,23
synpuf,1,1,19073557,44912955,13,13
synpuf,1,1,19073557,45372707,16,16
synpuf,1,1,19073650,44877014,13,13
synpuf,1,1,19073675,44959375,14,14
synpuf,1,1,19073675,44969606,11,11
synpuf,1,1,19073675,45003680,25,25
synpuf,1,1,19073677,44890637,22,22
synpuf,1,1,19073677,45000353,14,14
synpuf,1,1,19073677,45031128,21,21
synpuf,1,1,19073677,45042421,23,23
synpuf,1,1,19073677,45052259,14,14
synpuf,1,1,19073677,45202042,11,11
synpuf,1,1,19073677,45204987,12,12
synpuf,1,1,19073677,45264290,20,20
synpuf,1,1,19073677,45319053,22,22
synpuf,1,1,19073677,45350806,18,18
synpuf,1,1,19073678,44844239,20,20
synpuf,1,1,19073678,45204355,14,14
synpuf,1,1,19073678,45213160,10,10
synpuf,1,1,19073712,44840983,18,18
synpuf,1,1,19073712,44845076,17,17
synpuf,1,1,19073712,44858491,7,7
synpuf,1,1,19073712,44861801,14,14
synpuf,1,1,19073712,44877842,19,19
synpuf,1,1,19073712,44886566,24,24
synpuf,1,1,19073712,44886835,16,16
synpuf,1,1,19073712,44890665,-5,-5
synpuf,1,1,19073712,44892458,20,20
synpuf,1,1,19073712,44913467,13,13
synpuf,1,1,19073712,44913594,17,17
synpuf,1,1,19073712,44921540,10,10
synpuf,1,1,19073712,44930098,14,14
synpuf,1,1,19073712,44931731,15,15
synpuf,1,1,19073712,44946033,18,18
synpuf,1,1,19073712,44960322,17,17
synpuf,1,1,19073712,44963188,14,14
synpuf,1,1,19073712,44966146,24,24
synpuf,1,1,19073712,44967931,14,14
synpuf,1,1,19073712,44989216,12,12
synpuf,1,1,19073712,45000355,14,14
synpuf,1,1,19073712,45011121,16,16
synpuf,1,1,19073712,45017569,19,19
synpuf,1,1,19073712,45027635,23,23
synpuf,1,1,19073712,45028599,13,13
synpuf,1,1,19073712,45033692,19,19
synpuf,1,1,19073712,45045819,11,11
synpuf,1,1,19073712,45049405,9,9
synpuf,1,1,19073712,45051372,20,20
synpuf,1,1,19073712,45056746,16,16
synpuf,1,1,19073712,45057999,19,19
synpuf,1,1,19073712,45065076,15,15
synpuf,1,1,19073712,45067562,13,13
synpuf,1,1,19073712,45077162,12,12
synpuf,1,1,19073712,45094929,16,16
synpuf,1,1,19073712,45105981,16,16
synpuf,1,1,19073712,45105982,16,16
synpuf,1,1,19073712,45107801,14,14
synpuf,1,1,19073712,45114022,17,17
synpuf,1,1,19073712,45120329,15,15
synpuf,1,1,19073712,45124960,17,17
synpuf,1,1,19073712,45129585,17,17
synpuf,1,1,19073712,45133036,19,19
synpuf,1,1,19073712,45141598,12,12
synpuf,1,1,19073712,45146555,12,12
synpuf,1,1,19073712,45158430,9,9
synpuf,1,1,19073712,45167301,20,20
synpuf,1,1,19073712,45167302,20,20
synpuf,1,1,19073712,45176186,18,18
synpuf,1,1,19073712,45176668,14,14
synpuf,1,1,19073712,45185695,12,12
synpuf,1,1,19073712,45197486,17,17
synpuf,1,1,19073712,45211368,14,14
synpuf,1,1,19073712,45227359,18,18
synpuf,1,1,19073712,45236123,14,14
synpuf,1,1,19073712,45244312,14,14
synpuf,1,1,19073712,45246028,12,12
synpuf,1,1,19073712,45263634,19,19
synpuf,1,1,19073712,45283154,12,12
synpuf,1,1,19073712,45284227,22,22
synpuf,1,1,19073712,45324605,13,13
synpuf,1,1,19073712,45324677,21,21
synpuf,1,1,19073712,45340434,14,14
synpuf,1,1,19073712,45341496,18,18
synpuf,1,1,19073712,45348776,21,21
synpuf,1,1,19073712,45355182,20,20
synpuf,1,1,19073712,45357527,12,12
synpuf,1,1,19073712,45359142,15,15
synpuf,1,1,19073712,45372010,13,13
synpuf,1,1,19073712,45376041,17,17
synpuf,1,1,19073713,44843579,11,11
synpuf,1,1,19073713,44907837,6,6
synpuf,1,1,19073713,44961047,15,15
synpuf,1,1,19073713,45048047,9,9
synpuf,1,1,19073713,45099334,6,6
synpuf,1,1,19073713,45104059,7,7
synpuf,1,1,19073713,45130751,6,6
synpuf,1,1,19073713,45147332,7,7
synpuf,1,1,19073713,45222164,7,7
synpuf,1,1,19073713,45223669,12,12
synpuf,1,1,19073713,45234004,12,12
synpuf,1,1,19073713,45242705,9,9
synpuf,1,1,19073713,45324609,-5,-5
synpuf,1,1,19073714,45035801,17,17
synpuf,1,1,19073714,45216685,12,12
synpuf,1,1,19073714,45316864,15,15
synpuf,1,1,19073714,45342350,10,10
synpuf,1,1,19073714,45360022,12,12
synpuf,1,1,19079899,45127543,14,14
synpuf,1,1,19102522,44920844,17,17
synpuf,1,1,19107792,44879397,19,19
synpuf,1,1,19123281,45198738,16,16
synpuf,1,1,19123281,45279424,17,17
synpuf,1,1,19123281,45369398,21,21
synpuf,1,1,19124325,44855612,9,9
synpuf,1,1,19124325,44857189,14,14
synpuf,1,1,19124325,44865695,13,13
synpuf,1,1,19124325,44872543,22,22
synpuf,1,1,19124325,44875185,10,10
synpuf,1,1,19124325,44886499,16,16
synpuf,1,1,19124325,44910363,13,13
synpuf,1,1,19124325,44926276,20,20
synpuf,1,1,19124325,44940924,10,10
synpuf,1,1,19124325,44943366,18,18
synpuf,1,1,19124325,44969128,15,15
synpuf,1,1,19124325,44994076,12,12
synpuf,1,1,19124325,44994091,19,19
synpuf,1,1,19124325,44994739,16,16
synpuf,1,1,19124325,44994915,13,13
synpuf,1,1,19124325,45011294,20,20
synpuf,1,1,19124325,45028395,16,16
synpuf,1,1,19124325,45029228,16,16
synpuf,1,1,19124325,45029355,21,21
synpuf,1,1,19124325,45057340,12,12
synpuf,1,1,19124325,45063389,25,25
synpuf,1,1,19124325,45063422,16,16
synpuf,1,1,19124325,45077557,9,9
synpuf,1,1,19124325,45079658,12,12
synpuf,1,1,19124325,45080395,15,15
synpuf,1,1,19124325,45086998,23,23
synpuf,1,1,19124325,45091412,15,15
synpuf,1,1,19124325,45130338,12,12
synpuf,1,1,19124325,45139360,16,16
synpuf,1,1,19124325,45145780,12,12
synpuf,1,1,19124325,45161624,14,14
synpuf,1,1,19124325,45161884,15,15
synpuf,1,1,19124325,45162939,21,21
synpuf,1,1,19124325,45171655,21,21
synpuf,1,1,19124325,45177041,16,16
synpuf,1,1,19124325,45180717,19,19
synpuf,1,1,19124325,45181585,14,14
synpuf,1,1,19124325,45197915,20,20
synpuf,1,1,19124325,45207351,14,14
synpuf,1,1,19124325,45215068,14,14
synpuf,1,1,19124325,45215954,22,22
synpuf,1,1,19124325,45223566,16,16
synpuf,1,1,19124325,45231689,10,10
synpuf,1,1,19124325,45240642,14,14
synpuf,1,1,19124325,45248704,16,16
synpuf,1,1,19124325,45248705,13,13
synpuf,1,1,19124325,45249271,16,16
synpuf,1,1,19124325,45261389,19,19
synpuf,1,1,19124325,45267187,17,17
synpuf,1,1,19124325,45267188,13,13
synpuf,1,1,19124325,45279252,13,13
synpuf,1,1,19124325,45284384,11,11
synpuf,1,1,19124325,45295682,22,22
synpuf,1,1,19124325,45318518,24,24
synpuf,1,1,19124325,45330329,16,16
synpuf,1,1,19124325,45332886,18,18
synpuf,1,1,19124325,45335557,12,12
synpuf,1,1,19124325,45342412,12,12
synpuf,1,1,19124325,45366919,11,11
synpuf,1,1,19126942,44855677,12,12
synpuf,1,1,19126942,44923971,18,18
synpuf,1,1,19126942,45077187,16,16
synpuf,1,1,19126942,45179090,14,14
synpuf,1,1,19133088,45150749,16,16
synpuf,1,1,19133296,44867918,15,15
synpuf,1,1,19133296,44900223,13,13
synpuf,1,1,19133296,44918659,19,19
synpuf,1,1,19133296,44952871,17,17
synpuf,1,1,19133296,44960883,16,16
synpuf,1,1,19133296,45003995,14,14
synpuf,1,1,19133296,45055259,15,15
synpuf,1,1,19133296,45077484,16,16
synpuf,1,1,19133296,45080564,9,9
synpuf,1,1,19133296,45097139,15,15
synpuf,1,1,19133296,45206648,17,17
synpuf,1,1,19133296,45225889,25,25
synpuf,1,1,19133296,45277193,26,26
synpuf,1,1,19133296,45310243,15,15
synpuf,1,1,19133296,45353083,16,16
synpuf,1,1,19133298,44882427,18,18
synpuf,1,1,19133298,45171762,10,10
synpuf,1,1,19133430,45060114,9,9
synpuf,1,1,19133430,45094071,23,23
synpuf,1,1,19133430,45144923,13,13
synpuf,1,1,19133430,45179073,13,13
synpuf,1,1,19133430,45366984,16,16
synpuf,1,1,19133435,44872579,27,27
synpuf,1,1,19133435,44891065,24,24
synpuf,1,1,19133435,44923951,10,10
synpuf,1,1,19133435,44940975,20,20
synpuf,1,1,19133435,45025955,14,14
synpuf,1,1,19133435,45042992,14,14
synpuf,1,1,19133435,45077164,20,20
synpuf,1,1,19133435,45077165,17,17
synpuf,1,1,19133435,45111153,13,13
synpuf,1,1,19133435,45111154,16,16
synpuf,1,1,19133435,45112422,22,22
synpuf,1,1,19133435,45162060,8,8
synpuf,1,1,19133435,45196174,12,12
synpuf,1,1,19133435,45213437,16,16
synpuf,1,1,19133435,45230698,20,20
synpuf,1,1,19133435,45247631,22,22
synpuf,1,1,19133435,45264855,17,17
synpuf,1,1,19133435,45264856,13,13
synpuf,1,1,19133435,45264857,12,12
synpuf,1,1,19133435,45332929,23,23
synpuf,1,1,19133437,45120974,16,16
synpuf,1,1,19133441,45353371,10,10
synpuf,1,1,19133443,44892241,10,10
synpuf,1,1,19133443,44926271,19,19
synpuf,1,1,19133443,45181443,15,15
synpuf,1,1,19133443,45301374,16,16
synpuf,1,1,40161056,44863328,20,20
synpuf,1,1,40161056,44965286,11,11
synpuf,1,1,40161056,45152613,14,14
synpuf,1,1,40161056,45306599,14,14
synpuf,1,1,40161057,44897603,14,14
synpuf,1,1,40161057,45033650,21,21
synpuf,1,1,40161057,45101654,15,15
synpuf,1,1,40161057,45118694,12,12
synpuf,1,1,40161057,45135561,17,17
synpuf,1,1,40161057,45169867,13,13
synpuf,1,1,40161057,45169868,21,22
synpuf,1,1,40161057,45186735,11,11
